periodBegin,periodEnd,Tree
2022-06-27T22:30:00Z,2022-06-28T05:30:00Z,FB2
2022-07-23T18:00:00Z,2022-07-23T22:45:00Z,FB2
2022-07-28T23:30:00Z,2022-07-29T05:45:00Z,FB2
2022-07-29T18:00:00Z,2022-07-29T22:45:00Z,FB2
2022-08-04T00:45:00Z,2022-08-04T05:30:00Z,FB2
2022-08-12T22:30:00Z,2022-08-13T01:30:00Z,FB2
2022-08-13T18:15:00Z,2022-08-14T00:15:00Z,FB2
2022-08-15T18:15:00Z,2022-08-15T22:00:00Z,FB2
2022-08-20T18:15:00Z,2022-08-21T01:45:00Z,FB2
2022-08-21T18:00:00Z,2022-08-21T21:00:00Z,FB2
2022-08-22T00:30:00Z,2022-08-22T05:45:00Z,FB2
2022-08-26T02:00:00Z,2022-08-26T05:45:00Z,FB2
2022-09-08T00:45:00Z,2022-09-08T05:00:00Z,FB2
2022-10-03T18:00:00Z,2022-10-03T22:00:00Z,FB2
2022-10-06T18:00:00Z,2022-10-06T21:30:00Z,FB2
2022-10-19T02:30:00Z,2022-10-19T05:30:00Z,FB2
2022-10-20T01:00:00Z,2022-10-20T05:30:00Z,FB2
2022-10-23T23:30:00Z,2022-10-24T05:30:00Z,FB2
2022-10-26T18:00:00Z,2022-10-27T01:45:00Z,FB2
2022-10-27T23:15:00Z,2022-10-28T05:30:00Z,FB2
2022-10-30T18:00:00Z,2022-10-30T21:00:00Z,FB2
2022-10-31T18:00:00Z,2022-10-31T21:45:00Z,FB2
2022-11-22T21:30:00Z,2022-11-23T05:45:00Z,FB2
2022-12-05T20:00:00Z,2022-12-06T05:00:00Z,FB2
2022-12-08T01:45:00Z,2022-12-08T06:00:00Z,FB2
2022-12-08T18:00:00Z,2022-12-09T00:15:00Z,FB2
2022-12-11T01:30:00Z,2022-12-11T06:00:00Z,FB2
2022-12-12T18:00:00Z,2022-12-13T01:00:00Z,FB2
2022-12-14T19:15:00Z,2022-12-15T06:00:00Z,FB2
2022-12-18T23:30:00Z,2022-12-19T06:00:00Z,FB2
2022-12-21T21:45:00Z,2022-12-22T01:00:00Z,FB2
2022-12-22T03:00:00Z,2022-12-22T06:00:00Z,FB2
2022-12-24T18:00:00Z,2022-12-24T23:00:00Z,FB2
2022-12-26T00:45:00Z,2022-12-26T06:00:00Z,FB2
2022-12-26T18:00:00Z,2022-12-26T22:15:00Z,FB2
2022-12-26T22:45:00Z,2022-12-27T06:00:00Z,FB2
2022-12-28T00:30:00Z,2022-12-28T06:00:00Z,FB2
2023-01-04T02:00:00Z,2023-01-04T06:00:00Z,FB2
2023-01-04T20:30:00Z,2023-01-05T06:00:00Z,FB2
2023-01-05T18:00:00Z,2023-01-05T23:15:00Z,FB2
2023-01-06T01:45:00Z,2023-01-06T05:00:00Z,FB2
2023-01-19T21:00:00Z,2023-01-20T06:00:00Z,FB2
2023-01-21T18:00:00Z,2023-01-21T22:00:00Z,FB2
2023-01-21T23:45:00Z,2023-01-22T03:15:00Z,FB2
2023-01-28T18:00:00Z,2023-01-28T22:45:00Z,FB2
2023-01-31T18:30:00Z,2023-02-01T01:45:00Z,FB2
2023-02-04T20:45:00Z,2023-02-05T01:15:00Z,FB2
2023-02-11T18:00:00Z,2023-02-12T00:30:00Z,FB2
2023-02-18T18:15:00Z,2023-02-18T22:15:00Z,FB2
2023-02-22T18:00:00Z,2023-02-23T01:45:00Z,FB2
2023-02-23T02:30:00Z,2023-02-23T06:00:00Z,FB2
2023-03-01T18:00:00Z,2023-03-01T22:30:00Z,FB2
2023-03-02T00:30:00Z,2023-03-02T06:00:00Z,FB2
2023-03-02T18:00:00Z,2023-03-03T06:00:00Z,FB2
2023-03-03T18:15:00Z,2023-03-04T06:00:00Z,FB2
2023-03-08T18:00:00Z,2023-03-09T05:15:00Z,FB2
2023-03-13T02:15:00Z,2023-03-13T05:45:00Z,FB2
2023-03-15T01:00:00Z,2023-03-15T04:15:00Z,FB2
2023-03-17T18:45:00Z,2023-03-17T23:15:00Z,FB2
2023-03-18T00:15:00Z,2023-03-18T06:00:00Z,FB2
2023-03-19T18:15:00Z,2023-03-19T22:00:00Z,FB2
2023-03-29T18:15:00Z,2023-03-29T23:30:00Z,FB2
2023-04-11T18:30:00Z,2023-04-12T06:00:00Z,FB2
2023-04-12T18:30:00Z,2023-04-12T22:45:00Z,FB2
2023-04-14T18:00:00Z,2023-04-14T23:30:00Z,FB2
2023-04-15T18:00:00Z,2023-04-15T21:00:00Z,FB2
2023-04-16T01:15:00Z,2023-04-16T05:30:00Z,FB2
2023-04-16T18:30:00Z,2023-04-16T23:30:00Z,FB2
2023-04-20T19:00:00Z,2023-04-21T01:00:00Z,FB2
2023-05-03T19:45:00Z,2023-05-04T01:30:00Z,FB2
2023-05-05T18:30:00Z,2023-05-06T00:30:00Z,FB2
2023-05-09T19:30:00Z,2023-05-09T23:45:00Z,FB2
2023-05-11T20:30:00Z,2023-05-12T03:30:00Z,FB2
2023-05-18T18:30:00Z,2023-05-18T21:45:00Z,FB2
2023-05-22T19:15:00Z,2023-05-22T22:15:00Z,FB2
2023-06-03T18:30:00Z,2023-06-03T22:00:00Z,FB2
